Order_ID,User_ID,Dish_ID,Dish_Name,Ingredients_List,Dish_Rating,Order_Date,Quantity,Order_Price,Delivery_Location,User_Age,User_Gender,User_Preferences,Month,Season,Vendor_ID
175,100,1471,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-03-29,1,111,Sonipat,38,Male,Vegetarian,Mar,Winter,V4
61,119,1218,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",2.0,2024-03-05,4,111,Raiganj,20,Male,Vegetarian,Mar,Summer,V10
155,146,1252,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.3,2024-04-07,3,89,Farrukhabad,44,Female,Vegetarian,Apr,Winter,V8
165,118,1350,Pulao,"Basmati Rice, Mixed Vegetables",2.7,2024-07-06,2,118,Hapur,21,Female,Vegetarian,Jul,Winter,V7
144,123,1397,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.1,2024-03-08,2,148,New Delhi,28,Male,Vegetarian,Mar,Summer,V4
142,119,1047,Chawal,"Rice, Water",2.9,2024-04-13,4,79,Sangli-Miraj & Kupwad,44,Female,Vegetarian,Apr,Monsoon,V4
56,113,1244,Masoor Dal,"Red Lentils, Tomatoes",4.2,2024-02-19,4,129,Gurgaon,37,Female,Vegetarian,Feb,Summer,V2
88,138,1382,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-06-13,1,186,Thoothukudi,40,Female,Vegetarian,Jun,Monsoon,V9
96,118,1147,Kadhi,"Gram Flour, Yogurt",4.0,2024-09-14,4,154,Jamalpur,48,Male,Vegetarian,Sep,Winter,V8
170,102,1227,Aloo Gobi,"Potatoes, Cauliflower",2.3,2024-09-03,3,97,Berhampur,36,Female,Vegetarian,Sep,Monsoon,V2
76,111,1432,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",3.1,2024-01-09,3,113,Siwan,42,Male,Vegetarian,Jan,Summer,V1
93,119,1275,Masoor Dal,"Red Lentils, Tomatoes",2.2,2024-02-15,3,76,Nashik,39,Male,Vegetarian,Feb,Winter,V10
34,129,1158,Dosa,"Rice, Urad Dal, Potatoes",3.3,2024-03-11,3,83,Ajmer,20,Female,Vegetarian,Mar,Winter,V10
143,125,1144,Aloo Gobi,"Potatoes, Cauliflower",4.1,2024-02-02,5,123,Ahmednagar,41,Male,Vegetarian,Feb,Monsoon,V2
136,112,1133,Masoor Dal,"Red Lentils, Tomatoes",1.1,2024-01-24,5,85,Bhubaneswar,28,Female,Vegetarian,Jan,Summer,V8
169,130,1321,Masoor Dal,"Red Lentils, Tomatoes",2.1,2024-05-12,3,127,Muzaffarpur,40,Female,Vegetarian,May,Summer,V6
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
55,130,1258,Masoor Dal,"Red Lentils, Tomatoes",3.1,2024-09-09,4,93,Aurangabad,24,Female,Vegetarian,Sep,Monsoon,V1
103,149,1065,Palak Paneer,"Spinach, Paneer, Tomatoes",3.5,2024-08-15,3,119,Madhyamgram,37,Male,Vegetarian,Aug,Winter,V1
112,132,1115,Sarson Ka Saag,"Mustard Greens, Spinach",1.1,2024-03-30,2,122,Jamalpur,26,Female,Vegetarian,Mar,Summer,V4
127,109,1437,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.7,2024-09-08,3,120,Sikar,32,Female,Vegetarian,Sep,Monsoon,V1
165,118,1350,Pulao,"Basmati Rice, Mixed Vegetables",2.7,2024-07-06,2,118,Hapur,21,Female,Vegetarian,Jul,Winter,V7
113,114,1448,Gajar Halwa,"Carrots, Milk, Sugar, Ghee, Cardamom",2.6,2024-05-04,2,150,Purnia,29,Male,Vegetarian,May,Monsoon,V7
47,143,1246,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",4.9,2024-07-14,3,57,Amaravati,50,Female,Vegetarian,Jul,Summer,V3
147,130,1228,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",1.1,2024-03-08,1,157,Phusro,31,Male,Vegetarian,Mar,Winter,V3
113,114,1448,Gajar Halwa,"Carrots, Milk, Sugar, Ghee, Cardamom",2.6,2024-05-04,2,150,Purnia,29,Male,Vegetarian,May,Monsoon,V7
155,146,1252,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.3,2024-04-07,3,89,Farrukhabad,44,Female,Vegetarian,Apr,Winter,V8
59,142,1071,Biryani,"Basmati Rice, Chicken or Vegetables",4.3,2024-07-23,5,101,Ghaziabad,27,Female,Non-Vegetarian,Jul,Winter,V8
44,142,1253,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.4,2024-04-09,3,186,Munger,30,Female,Vegetarian,Apr,Winter,V10
135,103,1263,Dal Tadka,"Yellow Lentils, Tomatoes",3.0,2024-07-01,4,184,Saharsa,24,Male,Vegetarian,Jul,Monsoon,V2
21,127,1006,Palak Paneer,"Spinach, Paneer, Tomatoes",4.3,2024-03-13,4,105,Davanagere,47,Female,Vegetarian,Mar,Monsoon,V5
122,142,1165,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",1.8,2024-01-08,4,199,Howrah,21,Female,Vegetarian,Jan,Monsoon,V7
40,140,1371,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.3,2024-01-28,5,78,Surendranagar Dudhrej,39,Male,Vegetarian,Jan,Monsoon,V3
61,119,1218,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",2.0,2024-03-05,4,111,Raiganj,20,Male,Vegetarian,Mar,Summer,V10
136,112,1133,Masoor Dal,"Red Lentils, Tomatoes",1.1,2024-01-24,5,85,Bhubaneswar,28,Female,Vegetarian,Jan,Summer,V8
18,145,1311,Palak Paneer,"Spinach, Paneer, Tomatoes",2.9,2024-07-09,4,194,Asansol,44,Male,Vegetarian,Jul,Summer,V2
1,106,1112,Dosa,"Rice, Urad Dal, Potatoes",3.2,2024-07-09,5,130,Kozhikode,30,Male,Vegetarian,Jul,Monsoon,V2
48,139,1343,Sarson Ka Saag,"Mustard Greens, Spinach",3.5,2024-08-27,3,110,Bulandshahr,42,Male,Vegetarian,Aug,Monsoon,V3
141,142,1130,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.2,2024-05-03,4,115,Rajpur Sonarpur,22,Female,Vegetarian,May,Winter,V1
58,129,1231,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",4.3,2024-09-15,1,114,Gudivada,44,Male,Vegetarian,Sep,Monsoon,V8
109,137,1287,Kadhi,"Gram Flour, Yogurt",1.3,2024-03-20,4,155,Ambattur,28,Female,Vegetarian,Mar,Summer,V9
65,100,1417,Thepla,"Wheat Flour, Fenugreek Leaves",1.9,2024-07-01,1,90,AMU,28,Male,Vegetarian,Jul,Summer,V9
191,123,1175,Thepla,"Wheat Flour, Fenugreek Leaves",2.0,2024-03-09,3,71,Shivpuri,43,Female,Vegetarian,Mar,Monsoon,V5
4,123,1291,Chawal,"Rice, Water",2.6,2024-04-23,2,197,Eluru,28,Female,Vegetarian,Apr,Monsoon,V6
97,126,1375,Thepla,"Wheat Flour, Fenugreek Leaves",2.9,2024-07-30,4,193,Sagar,29,Male,Vegetarian,Jul,Winter,V4
118,146,1269,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",3.6,2024-07-28,3,81,JamshED,47,Male,Vegetarian,Jul,Summer,V1
200,132,1102,Biryani,"Basmati Rice, Chicken or Vegetables",1.3,2024-06-14,4,195,Rajahmundry,50,Female,Non-Vegetarian,Jun,Monsoon,V8
128,146,1209,Kadhi,"Gram Flour, Yogurt",1.0,2024-06-09,2,193,Sultan Pur Majra,21,Female,Vegetarian,Jun,Monsoon,V10
72,109,1465,Matar Paneer,"Paneer, Peas, Tomatoes",1.1,2024-07-04,3,135,Amroha,22,Male,Vegetarian,Jul,Winter,V1
196,119,1394,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-03-31,5,169,Chennai,45,Female,Vegetarian,Mar,Summer,V2
4,123,1291,Chawal,"Rice, Water",2.6,2024-04-23,2,197,Eluru,28,Female,Vegetarian,Apr,Monsoon,V6
12,141,1294,Rajma Chawal,"Kidney Beans, Rice",1.4,2024-08-21,1,177,Muzaffarpur,23,Male,Vegetarian,Aug,Monsoon,V4
94,108,1259,Chawal,"Rice, Water",1.4,2024-04-29,1,57,Mahbubnagar,34,Female,Vegetarian,Apr,Monsoon,V4
44,142,1253,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.4,2024-04-09,3,186,Munger,30,Female,Vegetarian,Apr,Winter,V10
110,103,1355,Chawal,"Rice, Water",4.3,2024-01-08,4,193,Proddatur,37,Female,Vegetarian,Jan,Monsoon,V2
184,105,1103,Fish Fry,Fish,4.3,2024-09-18,3,106,Barasat,45,Male,Non-Vegetarian,Sep,Winter,V8
75,124,1124,Thepla,"Wheat Flour, Fenugreek Leaves",1.6,2024-07-31,2,51,Gurgaon,39,Female,Vegetarian,Jul,Summer,V2
171,141,1335,Pulao,"Basmati Rice, Mixed Vegetables",2.9,2024-01-30,3,157,Tinsukia,31,Female,Vegetarian,Jan,Monsoon,V3
131,146,1153,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-07-02,3,160,Muzaffarpur,40,Female,Vegetarian,Jul,Winter,V10
179,136,1262,Masoor Dal,"Red Lentils, Tomatoes",4.0,2024-01-26,1,195,Serampore,31,Male,Vegetarian,Jan,Winter,V8
164,124,1176,Palak Paneer,"Spinach, Paneer, Tomatoes",3.9,2024-09-17,4,56,Kamarhati,48,Female,Vegetarian,Sep,Summer,V5
133,118,1425,Biryani,"Basmati Rice, Chicken or Vegetables",3.3,2024-01-02,5,118,Katihar,49,Male,Non-Vegetarian,Jan,Monsoon,V8
152,147,1309,Biryani,"Basmati Rice, Chicken or Vegetables",2.9,2024-02-01,2,59,Chennai,26,Female,Non-Vegetarian,Feb,Summer,V9
70,128,1005,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.7,2024-07-24,3,55,Jalna,31,Male,Vegetarian,Jul,Summer,V8
50,139,1275,Fish Fry,Fish,3.1,2024-04-03,1,132,New Delhi,44,Male,Non-Vegetarian,Apr,Summer,V3
86,148,1197,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",4.6,2024-07-08,2,79,Pune,35,Female,Vegetarian,Jul,Monsoon,V8
180,128,1160,Rajma Chawal,"Kidney Beans, Rice",4.2,2024-01-24,5,139,Nellore,49,Male,Vegetarian,Jan,Winter,V3
107,113,1396,Roti,"Wheat Flour, Water, Ghee",4.8,2024-05-15,1,130,Bhatpara,22,Male,Vegetarian,May,Winter,V4
23,128,1458,Dal Tadka,"Yellow Lentils, Tomatoes",4.4,2024-03-21,1,116,Baranagar,35,Male,Vegetarian,Mar,Summer,V5
52,144,1029,Chicken Curry,"Chicken, Tomatoes",4.3,2024-02-13,4,60,Latur,45,Female,Non-Vegetarian,Feb,Monsoon,V2
93,119,1275,Masoor Dal,"Red Lentils, Tomatoes",2.2,2024-02-15,3,76,Nashik,39,Male,Vegetarian,Feb,Winter,V10
177,146,1329,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-04-14,1,166,Ghaziabad,21,Female,Vegetarian,Apr,Winter,V4
74,139,1278,Thepla,"Wheat Flour, Fenugreek Leaves",3.9,2024-05-01,3,149,Bhatpara,32,Male,Vegetarian,May,Winter,V8
169,130,1321,Masoor Dal,"Red Lentils, Tomatoes",2.1,2024-05-12,3,127,Muzaffarpur,40,Female,Vegetarian,May,Summer,V6
112,132,1115,Sarson Ka Saag,"Mustard Greens, Spinach",1.1,2024-03-30,2,122,Jamalpur,26,Female,Vegetarian,Mar,Summer,V4
163,115,1282,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.4,2024-08-18,3,136,Bongaigaon,43,Male,Vegetarian,Aug,Summer,V4
97,126,1375,Thepla,"Wheat Flour, Fenugreek Leaves",2.9,2024-07-30,4,193,Sagar,29,Male,Vegetarian,Jul,Winter,V4
152,147,1309,Biryani,"Basmati Rice, Chicken or Vegetables",2.9,2024-02-01,2,59,Chennai,26,Female,Non-Vegetarian,Feb,Summer,V9
155,146,1252,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.3,2024-04-07,3,89,Farrukhabad,44,Female,Vegetarian,Apr,Winter,V8
63,112,1068,Matar Paneer,"Paneer, Peas, Tomatoes",1.9,2024-03-30,1,60,Haridwar,33,Female,Vegetarian,Mar,Winter,V4
30,114,1151,Aloo Gobi,"Potatoes, Cauliflower",4.8,2024-02-29,3,187,Raiganj,36,Male,Vegetarian,Feb,Winter,V2
103,149,1065,Palak Paneer,"Spinach, Paneer, Tomatoes",3.5,2024-08-15,3,119,Madhyamgram,37,Male,Vegetarian,Aug,Winter,V1
199,132,1123,Masoor Dal,"Red Lentils, Tomatoes",4.8,2024-05-16,4,129,Shivpuri,22,Male,Vegetarian,May,Monsoon,V2
83,106,1049,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.3,2024-09-12,1,198,Machilipatnam,40,Female,Vegetarian,Sep,Winter,V7
44,142,1253,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.4,2024-04-09,3,186,Munger,30,Female,Vegetarian,Apr,Winter,V10
118,146,1269,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",3.6,2024-07-28,3,81,Jamshedpur,47,Male,Vegetarian,Jul,Summer,V2
180,128,1160,Rajma Chawal,"Kidney Beans, Rice",4.2,2024-01-24,5,139,Nellore,49,Male,Vegetarian,Jan,Winter,V3
47,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-01,1,149,Akola,39,Female,Vegetarian,Jan,Monsoon,V4
88,138,1382,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-06-13,1,186,Thoothukudi,40,Female,Vegetarian,Jun,Monsoon,V9
92,133,1356,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-07-29,4,193,Mau,30,Female,Vegetarian,Jul,Monsoon,V5
132,121,1043,Mutton Keema,Minced Mutton,2.6,2024-07-02,2,181,Korba,47,Female,Non-Vegetarian,Jul,Summer,V3
70,128,1005,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.7,2024-07-24,3,55,Jalna,31,Male,Vegetarian,Jul,Summer,V8
135,103,1263,Dal Tadka,"Yellow Lentils, Tomatoes",3.0,2024-07-01,4,184,Saharsa,24,Male,Vegetarian,Jul,Monsoon,V2
168,135,1469,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-01-24,1,176,Davanagere,39,Male,Vegetarian,Jan,Winter,V10
15,135,1376,Biryani,"Basmati Rice, Chicken or Vegetables",1.1,2024-03-17,2,165,Rewa,25,Female,Non-Vegetarian,Mar,Monsoon,V2
59,142,1071,Biryani,"Basmati Rice, Chicken or Vegetables",4.3,2024-07-23,5,101,Ghaziabad,27,Female,Non-Vegetarian,Jul,Winter,V8
11,149,1173,Mutton Keema,Minced Mutton,4.3,2024-05-22,3,149,Shimoga,33,Male,Non-Vegetarian,May,Monsoon,V7
140,105,1137,Mutton Keema,Minced Mutton,3.4,2024-04-07,2,156,Maheshtala,25,Female,Non-Vegetarian,Apr,Monsoon,V4
144,123,1397,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.1,2024-03-08,2,148,New Delhi,28,Male,Vegetarian,Mar,Summer,V4
56,113,1244,Masoor Dal,"Red Lentils, Tomatoes",4.2,2024-02-19,4,129,Gurgaon,37,Female,Vegetarian,Feb,Summer,V2
154,130,1097,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",3.6,2024-03-12,1,83,Bhubaneswar,33,Female,Vegetarian,Mar,Monsoon,V10
81,123,1191,Rajma Chawal,"Kidney Beans, Rice",3.6,2024-03-17,5,129,Patna,39,Female,Vegetarian,Mar,Summer,V2
175,100,1471,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-03-29,1,111,Sonipat,38,Male,Vegetarian,Mar,Winter,V4
47,143,1246,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",4.9,2024-07-14,3,57,Amaravati,50,Female,Vegetarian,Jul,Summer,V3
159,103,1380,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-08-22,1,187,Thiruvananthapuram,40,Male,Vegetarian,Aug,Monsoon,V9
159,103,1380,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-08-22,1,187,Thiruvananthapuram,40,Male,Vegetarian,Aug,Monsoon,V9
106,127,1335,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.5,2024-03-21,1,71,Alwar,38,Female,Vegetarian,Mar,Winter,V8
111,145,1229,Haldi Ki Sabzi,"Turmeric Root, Yogurt",2.7,2024-02-08,5,56,Nanded,37,Male,Vegetarian,Feb,Winter,V6
104,121,1146,Haldi Ki Sabzi,"Turmeric Root, Yogurt",4.6,2024-01-21,4,66,Sambhal,48,Male,Vegetarian,Jan,Winter,V5
37,110,1326,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",3.2,2024-06-26,5,158,Tiruppur,49,Male,Vegetarian,Jun,Summer,V2
194,116,1354,Idli,"Rice, Urad Dal, Fenugreek Seeds",4.0,2024-09-19,2,143,Pimpri-Chinchwad,28,Female,Vegetarian,Sep,Winter,V3
173,122,1425,Pulao,"Basmati Rice, Mixed Vegetables",1.1,2024-01-24,4,186,Muzaffarnagar,45,Female,Vegetarian,Jan,Winter,V3
167,123,1164,Egg Curry,"Eggs, Tomatoes",1.9,2024-06-29,3,128,Jodhpur,40,Female,Non-Vegetarian,Jun,Winter,V8
167,123,1164,Egg Curry,"Eggs, Tomatoes",1.9,2024-06-29,3,128,Jodhpur,40,Female,Non-Vegetarian,Jun,Winter,V8
62,144,1409,Dosa,"Rice, Urad Dal, Potatoes",3.0,2024-03-14,2,176,Jhansi,43,Male,Vegetarian,Mar,Summer,V4
106,127,1335,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.5,2024-03-21,1,71,Alwar,38,Female,Vegetarian,Mar,Winter,V8
44,142,1253,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",3.4,2024-04-09,3,186,Munger,30,Female,Vegetarian,Apr,Winter,V10
126,124,1350,Biryani,"Basmati Rice, Chicken or Vegetables",4.7,2024-08-12,3,119,Raichur,37,Male,Non-Vegetarian,Aug,Winter,V9
53,106,1191,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",4.6,2024-02-22,5,93,Gaya,35,Female,Vegetarian,Feb,Winter,V8
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
163,115,1282,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",1.4,2024-08-18,3,136,Bongaigaon,43,Male,Vegetarian,Aug,Summer,V4
97,126,1375,Thepla,"Wheat Flour, Fenugreek Leaves",2.9,2024-07-30,4,193,Sagar,29,Male,Vegetarian,Jul,Winter,V4
180,128,1160,Rajma Chawal,"Kidney Beans, Rice",4.2,2024-01-24,5,139,Nellore,49,Male,Vegetarian,Jan,Winter,V3
6,141,1250,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-05-02,3,113,Kulti,21,Female,Vegetarian,May,Winter,V7
84,140,1221,Korma,"Meat or Vegetables, Yogurt",4.7,2024-07-20,5,143,Malda,48,Male,Non-Vegetarian,Jul,Monsoon,V10
184,105,1103,Fish Fry,Fish,4.3,2024-09-18,3,106,Barasat,45,Male,Non-Vegetarian,Sep,Winter,V8
117,114,1414,Thepla,"Wheat Flour, Fenugreek Leaves",2.7,2024-03-04,4,146,Aurangabad,26,Female,Vegetarian,Mar,Winter,V1
95,121,1205,Haldi Ki Sabzi,"Turmeric Root, Yogurt",3.5,2024-05-03,3,113,Parbhani,47,Female,Vegetarian,May,Monsoon,V5
183,135,1425,Aloo Gobi,"Potatoes, Cauliflower",1.5,2024-03-16,1,161,Bellary,24,Male,Vegetarian,Mar,Summer,V4
144,123,1397,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.1,2024-03-08,2,148,New Delhi,28,Male,Vegetarian,Mar,Summer,V4
198,129,1486,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.3,2024-05-03,2,74,Belgaum,47,Female,Vegetarian,May,Summer,V7
19,125,1297,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",4.5,2024-03-07,5,164,Gandhidham,38,Female,Vegetarian,Mar,Summer,V5
198,129,1475,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-03-07,1,176,Gandhidham,30,Female,Vegetarian,Mar,Summer,V5
158,143,1229,Rajma Chawal,"Kidney Beans, Rice",4.1,2024-03-10,1,154,Aurangabad,24,Female,Vegetarian,Mar,Winter,V7
80,106,1489,Gajar Halwa,"Carrots, Milk, Sugar, Ghee, Cardamom",1.3,2024-04-07,3,59,Raichur,38,Female,Vegetarian,Apr,Winter,V4
185,125,1153,Roti,"Wheat Flour, Water, Ghee",4.3,2024-02-28,1,126,Panihati,36,Female,Vegetarian,Feb,Monsoon,V5
5,124,1380,Egg Curry,"Eggs, Tomatoes",2.0,2024-08-17,2,154,Katni,45,Male,Non-Vegetarian,Aug,Summer,V5
22,105,1184,Gajar Halwa,"Carrots, Milk, Sugar, Ghee, Cardamom",2.9,2024-06-04,2,72,Avadi,24,Male,Vegetarian,Jun,Summer,V2
106,127,1335,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.5,2024-03-21,1,71,Alwar,38,Female,Vegetarian,Mar,Winter,V8
159,103,1380,Aloo Gobi,"Potatoes, Cauliflower",3.3,2024-08-22,1,187,Thiruvananthapuram,40,Male,Vegetarian,Aug,Monsoon,V9
53,106,1191,Rava Upma,"Semolina, Mustard Seeds, Curry Leaves, Vegetables",4.6,2024-02-22,5,93,Gaya,35,Female,Vegetarian,Feb,Winter,V8
16,138,1299,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.8,2024-06-11,3,122,Srinagar,45,Male,Vegetarian,Jun,Monsoon,V5
76,111,1432,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",3.1,2024-01-09,3,113,Siwan,42,Male,Vegetarian,Jan,Summer,V1
29,139,1470,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",2.9,2024-07-19,4,166,Patna,42,Female,Vegetarian,Jul,Monsoon,V9
58,129,1231,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",4.3,2024-09-15,1,114,Gudivada,44,Male,Vegetarian,Sep,Monsoon,V8
120,104,1363,Fish Fry,Fish,3.6,2024-05-08,5,56,Medininagar,27,Male,Non-Vegetarian,May,Summer,V1
178,136,1262,Masoor Dal,"Red Lentils, Tomatoes",4.0,2024-01-26,1,195,Serampore,31,Male,Vegetarian,Jan,Winter,V8
134,149,1083,Roti,"Wheat Flour, Water, Ghee",4.5,2024-03-21,5,119,Hosur,20,Male,Vegetarian,Mar,Summer,V10
81,123,1191,Rajma Chawal,"Kidney Beans, Rice",3.6,2024-03-17,5,129,Patna,39,Female,Vegetarian,Mar,Summer,V2
100,131,1244,Aloo Gobi,"Potatoes, Cauliflower",3.5,2024-06-29,2,166,Mysore,26,Male,Vegetarian,Jun,Monsoon,V5
192,105,1389,Chicken Curry,"Chicken, Tomatoes",1.9,2024-06-27,5,160,Motihari,43,Female,Non-Vegetarian,Jun,Winter,V1
152,147,1309,Biryani,"Basmati Rice, Chicken or Vegetables",2.9,2024-02-01,2,59,Chennai,26,Female,Non-Vegetarian,Feb,Summer,V9
8,122,1395,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.0,2024-06-19,2,118,Gangtok,46,Male,Vegetarian,Jun,Monsoon,V2
187,133,1025,Haldi Ki Sabzi,"Turmeric Root, Yogurt",4.2,2024-03-28,2,117,Ujjain,44,Female,Vegetarian,Mar,Winter,V7
69,139,1368,Biryani,"Basmati Rice, Chicken or Vegetables",1.6,2024-07-08,2,174,Bidhannagar,34,Female,Non-Vegetarian,Jul,Summer,V1
187,133,1025,Haldi Ki Sabzi,"Turmeric Root, Yogurt",4.2,2024-03-28,2,117,Ujjain,44,Female,Vegetarian,Mar,Winter,V7
118,146,1269,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",3.6,2024-07-28,3,81,Jamshedpur,47,Male,Vegetarian,Jul,Summer,V2
167,123,1164,Egg Curry,"Eggs, Tomatoes",1.9,2024-06-29,3,128,Jodhpur,40,Female,Non-Vegetarian,Jun,Winter,V8
92,133,1356,Sabudana Khichdi,"Sabudana, Peanuts, Potatoes",2.8,2024-07-29,4,193,Mau,30,Female,Vegetarian,Jul,Monsoon,V5
150,135,1377,Dosa,"Rice, Urad Dal, Potatoes",1.3,2024-01-28,3,185,Gaya,46,Female,Vegetarian,Jan,Winter,V1
190,133,1336,Dosa,"Rice, Urad Dal, Potatoes",1.8,2024-08-31,2,137,Narasaraopet,40,Male,Vegetarian,Aug,Monsoon,V1
16,138,1299,Poha,"Flattened Rice, Mustard Seeds, Curry Leaves",1.8,2024-06-11,3,122,Srinagar,45,Male,Vegetarian,Jun,Monsoon,V5
184,105,1103,Fish Fry,Fish,4.3,2024-09-18,3,106,Barasat,45,Male,Non-Vegetarian,Sep,Winter,V8
148,117,1176,Masoor Dal,"Red Lentils, Tomatoes",3.7,2024-02-08,1,103,Chandigarh,28,Male,Vegetarian,Feb,Monsoon,V1
95,108,1259,Chawal,"Rice, Water",1.4,2024-04-29,1,57,Mahbubnagar,34,Female,Vegetarian,Apr,Monsoon,V4
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
21,127,1006,Palak Paneer,"Spinach, Paneer, Tomatoes",4.3,2024-03-13,4,105,Davanagere,47,Female,Vegetarian,Mar,Monsoon,V5
126,124,1350,Biryani,"Basmati Rice, Chicken or Vegetables",4.7,2024-08-12,3,119,Raichur,37,Male,Non-Vegetarian,Aug,Winter,V9
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
126,124,1350,Biryani,"Basmati Rice, Chicken or Vegetables",4.7,2024-08-12,3,119,Rajahmundry,50,Female,Non-Vegetarian,Aug,Monsoon,V8
155,146,1252,Aloo Paratha,"Potatoes, Wheat Flour, Ghee",4.3,2024-04-07,3,89,Farrukhabad,44,Female,Vegetarian,Apr,Winter,V8
180,128,1160,Rajma Chawal,"Kidney Beans, Rice",4.2,2024-01-24,5,139,Nellore,49,Male,Vegetarian,Jan,Winter,V3
39,100,1334,Kadhi,"Gram Flour, Yogurt",4.1,2024-05-29,5,139,Sultan Pur Majra,21,Female,Vegetarian,May,Monsoon,V9
193,115,1156,Fish Fry,Fish,2.0,2024-05-07,1,156,Jammu,41,Male,Non-Vegetarian,May,Monsoon,V1
27,128,1364,Idli,"Rice, Urad Dal, Fenugreek Seeds",2.8,2024-04-06,2,116,Katni,29,Male,Vegetarian,Apr,Monsoon,V6
126,124,1350,Biryani,"Basmati Rice, Chicken or Vegetables",4.7,2024-08-12,3,119,Raichur,37,Male,Non-Vegetarian,Aug,Winter,V9
89,130,1275,Thepla,"Wheat Flour, Fenugreek Leaves",2.6,2024-01-04,2,69,Jaunpur,35,Female,Vegetarian,Jan,Monsoon,V8
176,144,1371,Roti,"Wheat Flour, Water, Ghee",4.2,2024-06-05,2,112,Bhilwara,36,Female,Vegetarian,Jun,Monsoon,V6
144,123,1397,Idli,"Rice, Urad Dal, Fenugreek Seeds",1.1,2024-03-08,2,148,New Delhi,28,Male,Vegetarian,Mar,Summer,V4
